id,factory_id,date,product1,product2,product3
760,2,26/4/2022,4117,1963,15
761,1,17/11/2022,7104,3896,81
762,1,27/5/2022,3124,1078,21
763,1,,,,17
764,2,26/8/2022,8565,962,66
765,2,17/12/2022,5592,1576,54
766,2,10/3/2022,5347,3044,17
767,1,10/2/2022,3724,2579,37
768,2,24/11/2022,3880,3598,11
769,1,7/3/2022,4150,2549,91
770,1,4/3/2022,9197,3095,6
771,2,8/12/2022,5951,3005,36
772,2,26/11/2022,5159,2599,19
773,2,1/10/2022,6100,3161,47
774,2,,,,52
775,1,21/3/2022,2035,3401,91
776,2,22/4/2022,2813,1141,80
777,1,19/11/2022,1067,2517,82
778,1,8/11/2022,4532,784,50
779,1,12/1/2022,6417,2124,38
780,1,11/1/2022,3562,2127,90
781,2,6/9/2022,4223,3581,78
782,1,20/3/2022,8557,911,99
783,2,12/11/2022,9822,1551,70
784,1,21/6/2022,7458,3430,57
785,2,18/2/2022,8532,2365,55
786,2,,,,27
787,1,3/6/2022,6938,3972,39
788,1,4/4/2022,3233,2171,83
789,1,29/5/2022,4277,1915,8
790,1,27/7/2022,3081,4890,30
791,2,30/9/2022,3861,1667,20
792,2,5/8/2022,3768,821,87
793,2,11/11/2022,5604,2781,80
794,1,10/3/2022,6128,2044,83
795,1,14/4/2022,9096,2679,41
796,1,15/7/2022,6056,2601,80
797,1,5/10/2022,7353,1021,25
798,1,25/3/2022,2015,1671,44
799,2,17/10/2022,7126,3398,25
800,2,14/10/2022,9725,2461,15
801,2,7/12/2022,4577,4178,27
802,1,11/12/2022,1105,2175,63
803,1,31/1/2022,2198,701,48
804,2,28/4/2022,4596,2867,54
805,1,22/7/2022,3760,1667,66
806,2,15/10/2022,4853,2800,26
807,1,31/7/2022,3005,1345,8
808,1,21/9/2022,9743,1593,56
809,2,30/6/2022,1191,906,69
810,1,24/10/2022,5386,708,90
811,2,2/8/2022,3102,4709,88
812,2,30/9/2022,3901,525,17
813,1,22/12/2022,6304,3534,80
814,1,13/11/2022,7384,798,72
815,1,24/11/2022,9399,1656,23
816,2,17/9/2022,1088,3247,28
817,2,3/4/2022,8671,4273,48
818,1,,,,39
819,2,19/5/2022,2446,3537,8
820,2,17/1/2022,4032,4596,88
821,2,14/5/2022,6424,2898,75
822,1,9/4/2022,3646,1709,89
823,1,28/11/2022,5447,2176,39
824,1,20/5/2022,2790,1489,65
825,1,20/11/2022,4594,697,32
826,2,25/12/2022,2030,3778,72
827,1,30/1/2022,6061,2601,69
828,1,18/8/2022,1321,1566,3
829,2,17/11/2022,8443,4166,75
830,2,13/2/2022,9352,3577,23
831,2,2/6/2022,7431,1900,93
832,1,13/11/2022,2052,4284,56
833,2,,,,42
834,2,30/12/2022,1109,2078,6
835,1,12/8/2022,5092,4420,58
836,2,17/8/2022,2245,2712,79
837,1,26/11/2022,7983,4010,38
838,1,12/5/2022,3752,1917,78
839,2,,,,94
840,1,24/7/2022,1007,1823,59
841,2,28/7/2022,1602,4022,88
842,1,30/1/2022,9940,1807,14
843,1,6/11/2022,7077,2324,75
844,1,7/2/2022,9577,3384,46
845,2,12/2/2022,2994,635,72
846,2,12/10/2022,6406,2647,21
847,1,25/7/2022,3757,4290,100
848,1,3/3/2022,7173,3206,51
849,2,18/6/2022,6447,4759,98
850,1,1/6/2022,6280,924,8
851,2,1/11/2022,8708,4235,93
852,1,23/6/2022,8943,2588,5
853,2,25/3/2022,2351,3612,53
854,2,4/5/2022,3497,4521,83
855,2,26/9/2022,5308,4048,86
856,2,15/3/2022,5560,1167,78
857,1,4/1/2022,5682,3205,1
858,1,14/4/2022,1606,3806,16
859,1,2/5/2022,3958,4677,44
860,1,29/9/2022,4843,4612,6
861,2,21/7/2022,2959,4549,8
862,1,25/7/2022,8164,2693,77
863,1,25/5/2022,8578,1820,82
864,1,11/2/2022,5876,3228,49
865,1,8/4/2022,7331,3532,48
866,2,5/6/2022,6864,4205,14
867,1,26/4/2022,4427,3650,14
868,1,6/12/2022,3326,3616,66
869,2,6/2/2022,1290,3409,60
870,1,28/10/2022,3120,4986,24
871,2,3/6/2022,5233,899,43
872,1,,,,68
873,2,6/2/2022,1024,2420,89
874,1,19/4/2022,2325,3190,88
875,2,25/11/2022,5116,4277,89
876,2,3/11/2022,7635,4431,100
877,1,5/12/2022,6648,2802,50
878,1,5/7/2022,3303,2717,12
879,1,15/3/2022,1562,1648,31
880,2,17/3/2022,9013,3648,27
881,1,25/7/2022,3833,3984,7
882,1,19/9/2022,7122,4576,45
883,2,30/1/2022,4300,1003,86
884,1,21/5/2022,3467,873,27
885,2,18/1/2022,1585,4280,61
886,2,17/4/2022,7640,1076,98
887,2,1/3/2022,3196,532,29
888,1,20/3/2022,5722,1564,84
889,1,27/5/2022,6545,4980,38
890,1,28/11/2022,6847,3889,100
891,1,9/2/2022,8593,2346,46
892,1,13/10/2022,4904,2355,96
893,2,5/6/2022,3777,3017,47
894,1,31/7/2022,5264,1344,25
895,2,6/10/2022,8490,4251,20
896,1,4/11/2022,1363,2306,73
897,1,20/10/2022,7635,3308,46
898,1,10/7/2022,7072,2615,73
899,1,9/4/2022,3219,2042,98
900,2,1/3/2022,9997,1726,41
901,2,13/1/2022,4279,2392,60
902,1,15/11/2022,7699,3227,41
903,2,2/7/2022,3635,2659,44
904,1,21/8/2022,1669,2751,2
905,2,26/11/2022,9857,4812,15
906,1,4/9/2022,6123,2037,21
907,2,26/7/2022,1653,4721,60
908,2,,,,12
909,1,30/7/2022,8839,2709,56
910,2,3/11/2022,8024,653,33
911,2,6/5/2022,3656,3903,33
912,1,24/6/2022,9014,3489,38
913,1,5/4/2022,3621,2845,77
914,1,21/4/2022,7014,872,98
915,2,20/5/2022,3409,3992,35
916,2,30/7/2022,1855,4654,71
917,2,5/3/2022,3087,2136,97
918,2,28/12/2022,3962,4276,12
919,2,21/10/2022,4202,627,80
920,2,7/3/2022,1681,4126,93
921,2,19/1/2022,7706,3003,100
922,1,7/7/2022,3311,3806,80
923,1,21/9/2022,8993,3465,43
924,1,5/11/2022,3978,947,37
925,1,2/10/2022,2553,3533,39
926,1,29/3/2022,4390,2199,62
927,2,15/3/2022,2218,4158,29
928,2,18/9/2022,9190,1103,87
929,1,29/10/2022,4037,4687,85
930,1,10/3/2022,3848,1336,71
931,1,22/6/2022,1053,2817,72
932,2,30/7/2022,6871,1148,62
933,1,28/5/2022,9213,2201,65
934,2,7/2/2022,7607,1198,26
935,2,4/8/2022,1907,914,59
936,2,2/4/2022,3891,3588,43
937,2,9/10/2022,7089,985,74
938,1,29/6/2022,8934,1354,49
939,1,12/9/2022,4603,4181,65
940,1,2/11/2022,6151,1547,2
941,1,19/1/2022,9943,1199,81
942,1,19/3/2022,6564,4948,87
943,2,4/6/2022,2797,2886,99
944,2,7/12/2022,6592,945,49
945,1,20/9/2022,5684,3687,93
946,2,24/6/2022,9822,2166,47
947,2,22/8/2022,6825,903,11
948,2,12/5/2022,6855,3339,39
949,1,22/5/2022,1498,2595,35
950,2,24/5/2022,3880,3100,33
951,2,13/3/2022,9865,3450,45
952,2,2/6/2022,1759,4948,8
953,1,15/7/2022,8354,1572,3
954,1,31/3/2022,9151,3732,20
955,1,30/8/2022,9653,899,31
956,2,29/8/2022,1056,1175,17
957,1,20/9/2022,3878,2717,60
958,2,20/1/2022,8438,1439,81
959,1,20/8/2022,3393,4710,34
960,1,15/8/2022,9503,516,96
961,1,5/9/2022,5018,2603,5
962,1,7/4/2022,1857,4384,42
963,2,23/7/2022,9878,4613,66
964,1,4/4/2022,8114,1263,10
965,1,27/3/2022,4657,4102,28
966,2,13/12/2022,6512,994,79
967,2,16/10/2022,2989,1693,97
968,1,27/12/2022,8770,1430,71
969,2,2/7/2022,5819,2322,39
970,1,,,,29
971,2,4/8/2022,2764,2017,14
972,1,8/11/2022,5875,2965,2
973,1,5/12/2022,6729,2981,99
974,2,13/4/2022,1770,916,46
975,1,31/5/2022,4309,4389,14
976,1,21/3/2022,6405,4234,62
977,2,28/4/2022,7799,3753,15
978,1,30/7/2022,2692,650,20
979,2,29/3/2022,8163,3433,13
980,1,11/11/2022,5053,3410,82
981,1,14/2/2022,3841,3549,26
982,2,7/6/2022,2657,1031,25
983,2,14/3/2022,9511,4494,89
984,1,19/6/2022,4504,4050,88
985,1,26/3/2022,3713,2708,68
986,2,25/1/2022,9221,4412,31
987,2,6/5/2022,2520,4303,52
988,1,10/2/2022,2046,1252,79
989,2,26/3/2022,2339,4556,71
990,1,26/11/2022,1896,1374,7
991,1,11/9/2022,3083,2235,43
992,1,21/12/2022,8849,1530,35
993,1,25/1/2022,4714,3800,91
994,2,6/4/2022,9103,4571,36
995,2,15/8/2022,2438,3651,14
996,2,19/12/2022,7727,821,99
997,2,7/9/2022,7203,2291,77
998,2,28/4/2022,9550,3921,78
999,2,26/9/2022,5817,4499,23
1000,1,28/6/2022,6332,1599,67
